Fecha_Sistema,Hora_Sistema,Timestamp_MS,Muestra,Recolector,Temp1_C,Hum1_RH,Temp2_C,Hum2_RH,Radiacion_W_m2,Termopar1_C,Termopar2_C,Termopar3_C,Termopar4_C,Termopar5_C,Termopar6_C,Fan1,Fan2,Fan3,Masa_g
2026-01-13,14:10:04,4875620,Omarcito,Omarcito,34.87,70.77,20.78,55.36,1100.0,30.74,16.34,8.54,19.3,22.59,31.09,False,True,True,0.000
2026-01-13,14:10:05,4876620,Omarcito,Omarcito,34.87,70.64,20.69,55.06,1096.0,30.61,16.25,8.6,19.32,22.67,31.08,True,False,False,0.000
2026-01-13,14:10:06,4877621,Omarcito,Omarcito,34.83,71.07,20.73,55.28,1095.35,30.54,16.13,8.6,19.37,22.53,31.21,False,False,False,0.000
2026-01-13,14:10:07,4878622,Omarcito,Omarcito,35.1,71.31,20.61,55.28,1100.0,30.57,16.25,8.43,19.36,22.71,31.01,False,False,True,0.000
2026-01-13,14:10:08,4879623,Omarcito,Omarcito,34.91,71.48,20.37,54.78,1100.0,30.76,16.3,8.23,19.19,22.61,30.88,False,False,False,0.000
2026-01-13,14:10:09,4880624,Omarcito,Omarcito,34.85,71.01,20.62,54.3,1095.22,30.91,16.21,8.32,19.0,22.42,30.85,True,False,True,-0.008
2026-01-13,14:10:10,4881625,Omarcito,Omarcito,34.97,70.66,20.72,54.16,1098.89,30.84,16.39,8.32,18.93,22.42,30.78,False,True,True,0.009
2026-01-13,14:10:11,4882626,Omarcito,Omarcito,35.15,70.6,21.0,54.07,1096.35,31.0,16.35,8.26,19.0,22.4,30.92,False,True,True,0.000
2026-01-13,14:10:12,4883627,Omarcito,Omarcito,34.87,70.52,20.8,53.83,1100.0,31.06,16.19,8.22,19.12,22.34,30.98,False,True,True,0.000
2026-01-13,14:10:13,4884628,Omarcito,Omarcito,35.09,70.37,20.86,53.78,1100.0,31.16,16.14,8.29,18.99,22.47,31.0,True,False,False,0.000
2026-01-13,14:10:14,4885628,Omarcito,Omarcito,35.07,70.68,20.92,53.72,1100.0,31.14,16.05,8.31,19.12,22.49,30.92,True,False,True,0.000
2026-01-13,14:10:15,4886630,Omarcito,Omarcito,35.16,70.35,20.64,53.72,1100.0,31.16,16.21,8.24,19.14,22.68,30.97,True,True,True,0.000
2026-01-13,14:10:16,4887631,Omarcito,Omarcito,35.37,70.69,20.44,53.98,1097.51,31.22,16.35,8.43,19.16,22.57,30.88,False,True,True,0.000
2026-01-13,14:10:17,4888632,Omarcito,Omarcito,35.67,70.68,20.27,54.08,1094.18,31.28,16.29,8.49,19.34,22.62,30.99,True,False,False,0.000
2026-01-13,14:10:18,4889633,Omarcito,Omarcito,35.46,70.78,20.29,53.59,1096.74,31.4,16.45,8.68,19.4,22.71,30.97,True,True,False,0.000
2026-01-13,14:10:19,4890633,Omarcito,Omarcito,35.48,70.36,20.42,53.48,1093.7,31.32,16.45,8.65,19.35,22.73,30.9,False,True,True,0.000
2026-01-13,14:10:20,4891635,Omarcito,Omarcito,35.47,69.94,20.23,53.35,1100.0,31.15,16.63,8.48,19.37,22.61,30.87,False,False,True,0.000
2026-01-13,14:10:21,4892635,Omarcito,Omarcito,35.28,70.42,20.3,53.79,1099.99,31.3,16.71,8.45,19.52,22.44,31.04,True,False,True,0.000
2026-01-13,14:10:22,4893636,Omarcito,Omarcito,35.26,69.93,20.4,54.0,1100.0,31.29,16.81,8.38,19.71,22.26,30.86,True,False,False,0.000
2026-01-13,14:10:23,4894636,Omarcito,Omarcito,34.98,69.76,20.69,54.45,1100.0,31.12,16.64,8.2,19.78,22.35,30.85,True,True,False,0.000
2026-01-13,14:10:24,4895638,Omarcito,Omarcito,35.25,69.26,20.8,54.87,1097.93,31.3,16.82,8.33,19.88,22.38,30.9,False,True,False,0.000
2026-01-13,14:10:25,4896639,Omarcito,Omarcito,35.14,69.6,20.71,55.2,1099.71,31.35,16.91,8.31,19.81,22.48,31.02,True,True,True,0.000
2026-01-13,14:10:26,4897640,Omarcito,Omarcito,35.01,69.6,20.78,55.14,1100.0,31.36,16.82,8.38,19.89,22.51,30.87,True,False,True,0.000
2026-01-13,14:10:27,4898642,Omarcito,Omarcito,34.84,69.97,20.53,55.48,1100.0,31.33,17.0,8.31,19.96,22.55,30.95,True,True,True,0.000
2026-01-13,14:10:28,4899645,Omarcito,Omarcito,35.0,70.28,20.26,55.17,1100.0,31.17,16.81,8.31,19.79,22.55,31.15,True,False,False,0.000
2026-01-13,14:10:29,4900645,Omarcito,Omarcito,34.91,70.22,20.35,54.93,1100.0,31.09,16.96,8.41,19.92,22.54,31.26,True,False,True,0.000
2026-01-13,14:10:30,4901646,Omarcito,Omarcito,35.07,70.32,20.15,54.56,1100.0,31.03,17.01,8.23,20.04,22.61,31.34,True,True,True,0.000
2026-01-13,14:10:31,4902647,Omarcito,Omarcito,35.21,69.99,19.91,54.86,1100.0,31.01,17.01,8.31,19.86,22.47,31.38,False,True,True,0.000
2026-01-13,14:10:32,4903648,Omarcito,Omarcito,34.97,69.9,19.64,54.51,1100.0,31.01,17.07,8.13,19.7,22.45,31.47,False,True,False,0.000
2026-01-13,14:10:33,4904649,Omarcito,Omarcito,35.22,69.91,19.87,54.14,1095.35,31.12,17.26,8.14,19.79,22.37,31.49,True,False,False,0.000
2026-01-13,14:10:34,4905650,Omarcito,Omarcito,35.16,69.83,19.76,54.13,1100.0,31.12,17.42,8.13,19.96,22.18,31.64,False,False,False,0.000
