Fecha_Sistema,Hora_Sistema,Timestamp_MS,Muestra,Recolector,Temp1_C,Hum1_RH,Temp2_C,Hum2_RH,Radiacion_W_m2,Termopar1_C,Termopar2_C,Termopar3_C,Termopar4_C,Termopar5_C,Termopar6_C,Fan1,Fan2,Fan3,Masa_g
2026-01-13,12:57:59,550297,Ejemplo,KAlev,23.98,51.53,19.72,53.88,1099.95,18.1,14.21,18.0,22.15,20.92,19.38,True,False,True,0.902
2026-01-13,12:58:00,551298,Ejemplo,KAlev,24.21,51.95,19.56,53.96,1100.0,18.27,14.35,17.81,22.05,20.83,19.58,True,True,True,0.902
2026-01-13,12:58:01,552298,Ejemplo,KAlev,24.03,51.78,19.44,53.88,1100.0,18.15,14.51,17.72,22.12,20.91,19.6,False,False,False,0.902
2026-01-13,12:58:02,553299,Ejemplo,KAlev,24.29,52.05,19.51,54.37,1097.18,17.96,14.52,17.76,22.06,21.03,19.45,True,True,False,0.902
2026-01-13,12:58:03,554299,Ejemplo,KAlev,24.33,51.76,19.65,54.22,1100.0,17.78,14.71,17.88,22.13,21.19,19.33,True,True,False,0.902
2026-01-13,12:58:04,555300,Ejemplo,KAlev,24.43,51.73,19.61,53.95,1100.0,17.84,14.76,17.83,21.98,21.19,19.24,True,True,False,0.902
2026-01-13,12:58:05,556300,Ejemplo,KAlev,24.46,51.66,19.58,54.22,1100.0,18.02,14.82,17.97,22.06,21.01,19.25,False,True,False,0.902
2026-01-13,12:58:06,557301,Ejemplo,KAlev,24.37,52.1,19.33,54.12,1100.0,17.82,14.8,18.05,21.92,20.87,19.38,False,False,True,0.902
2026-01-13,12:58:07,558301,Ejemplo,KAlev,24.12,51.65,19.55,54.36,1100.0,17.98,14.61,18.1,21.96,20.82,19.33,False,False,False,0.902
2026-01-13,12:58:08,559302,Ejemplo,KAlev,24.09,51.46,19.77,54.74,1100.0,17.8,14.79,17.9,21.95,20.88,19.13,True,False,False,0.902
2026-01-13,12:58:09,560302,Ejemplo,KAlev,24.32,51.03,19.61,54.77,1100.0,17.68,14.82,18.01,22.14,21.04,19.04,True,True,False,0.902
2026-01-13,12:58:10,561303,Ejemplo,KAlev,24.44,50.98,19.72,55.24,1100.0,17.57,14.88,18.18,21.97,21.12,19.04,False,True,False,0.902
2026-01-13,12:58:11,562303,Ejemplo,KAlev,24.56,51.47,19.88,55.37,1100.0,17.47,15.07,18.12,22.06,20.95,19.18,True,True,False,0.902
2026-01-13,12:58:12,563304,Ejemplo,KAlev,24.84,51.97,19.59,55.59,1099.06,17.59,15.13,17.98,21.87,20.78,18.99,False,False,True,0.902
2026-01-13,12:58:13,564304,Ejemplo,KAlev,24.63,51.72,19.77,55.91,1100.0,17.65,15.22,17.9,21.84,20.69,18.96,False,True,False,0.902
2026-01-13,12:58:14,565304,Ejemplo,KAlev,24.4,51.23,19.68,56.35,1096.19,17.64,15.3,18.07,22.0,20.75,18.94,True,False,False,0.902
2026-01-13,12:58:15,566305,Ejemplo,KAlev,24.45,51.65,19.96,56.31,1092.44,17.61,15.21,17.9,21.83,20.74,18.8,True,True,True,0.902
2026-01-13,12:58:16,567305,Ejemplo,KAlev,24.31,51.46,19.75,56.15,1089.55,17.62,15.28,17.9,21.69,20.8,18.99,True,True,True,0.902
2026-01-13,12:58:17,568306,Ejemplo,KAlev,24.26,51.01,19.82,55.93,1086.63,17.67,15.44,17.71,21.87,20.9,19.04,False,True,False,0.902
2026-01-13,12:58:18,569306,Ejemplo,KAlev,23.99,51.16,19.99,56.27,1085.33,17.77,15.33,17.72,21.76,20.84,18.85,True,True,False,0.902
2026-01-13,12:58:19,570307,Ejemplo,KAlev,24.26,50.81,20.11,55.87,1089.85,17.64,15.22,17.78,21.89,20.83,18.96,False,True,False,0.902
2026-01-13,12:58:20,571307,Ejemplo,KAlev,24.26,51.23,20.31,56.04,1085.84,17.83,15.03,17.9,22.03,20.73,18.79,False,False,False,0.902
2026-01-13,12:58:21,572308,Ejemplo,KAlev,24.28,50.87,20.2,56.49,1085.69,17.69,14.89,17.83,22.2,20.67,18.93,True,True,True,0.902
2026-01-13,12:58:22,573308,Ejemplo,KAlev,24.01,51.29,20.47,56.83,1080.8,17.58,14.87,17.72,22.3,20.85,19.02,True,False,False,0.902
2026-01-13,12:58:23,574309,Ejemplo,KAlev,24.06,51.47,20.42,56.35,1087.08,17.46,14.78,17.89,22.34,20.95,18.84,False,False,True,0.902
2026-01-13,12:58:24,575309,Ejemplo,KAlev,23.86,51.55,20.38,55.87,1088.56,17.4,14.79,17.72,22.32,20.77,18.94,False,True,True,0.892
2026-01-13,12:58:25,576310,Ejemplo,KAlev,23.88,51.52,20.5,55.6,1084.34,17.37,14.63,17.68,22.37,20.72,19.1,True,False,True,0.891
2026-01-13,12:58:26,577310,Ejemplo,KAlev,23.97,51.31,20.47,55.28,1092.86,17.22,14.64,17.52,22.39,20.72,19.06,False,False,True,0.891
2026-01-13,12:58:27,578310,Ejemplo,KAlev,23.74,50.89,20.28,55.04,1089.62,17.38,14.52,17.54,22.41,20.58,19.13,True,True,True,0.897
